## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] TARGET_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] INPUT=marked_duplicates_filteredout_5.bam OUTPUT=hs_metrics_filteredout_5.txt COVERAGE_CAP=5000 REFERENCE_SEQUENCE=/home/tomas/data/reference/hg19.with.mt.fasta    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true INCLUDE_INDELS=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 03 18:59:22 CET 2022

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
pool1_pool2_nochr_3c	2217428	1	144935962	107005830	340807251	0.42504	0.57496	0.575276	65.362195	0.238393	0.095948	341.360913	747236	-1	-1	-1	-1	-1	-1	2217428	3095693983	4293058	4293058	607971018	2885300	2884040	592749043	399649126	58333738	1	0.672085	0.999563	26.306937	7	21726	0	0.034185	0.32577	0	0.023091	0.06131	0.081882	0.40962	6.576734	0.986004	0.951895	0.341289	0.196	0.148964	0.120458	0.100308	0.050699	0.014834	0.004918	0.001239	0.000321	0.00008	0.000069	0	0	0	9.469348	9.34717	0.865953	9			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
1561	0	0
1562	1	0
1563	1	0
1564	0	0
1565	2	0
1566	0	0
1567	2	0
1568	1	0
1569	0	0
1570	1	0
1571	1	0
1572	0	0
1573	1	0
1574	1	0
1575	2	0
1576	0	0
1577	2	0
1578	3	0
1579	0	0
1580	1	0
1581	2	0
1582	2	0
1583	0	0
1584	2	0
1585	1	0
1586	0	0
1587	3	0
1588	0	0
1589	1	0
1590	1	0
1591	0	0
1592	1	0
1593	1	0
1594	0	0
1595	0	0
1596	0	0
1597	0	0
1598	0	0
1599	1	0
1600	3	0
1601	2	0
1602	0	0
1603	1	0
1604	1	0
1605	1	0
1606	3	0
1607	0	0
1608	0	0
1609	3	0
1610	0	0
1611	1	0
1612	1	0
1613	2	0
1614	1	0
1615	0	0
1616	2	0
1617	2	0
1618	0	0
1619	2	0
1620	1	0
1621	2	0
1622	0	0
1623	0	0
1624	1	0
1625	1	0
1626	0	0
1627	3	0
1628	0	0
1629	1	0
1630	2	0
1631	1	0
1632	1	0
1633	2	0
1634	1	0
1635	3	0
1636	1	0
1637	0	0
1638	2	0
1639	0	0
1640	0	0
1641	0	0
1642	1	0
1643	4	0
1644	0	0
1645	3	0
1646	1	0
1647	1	0
1648	3	0
1649	1	0
1650	0	0
1651	2	0
1652	1	0
1653	1	0
1654	0	0
1655	1	0
1656	2	0
1657	2	0
1658	1	0
1659	2	0
1660	2	0
1661	3	0
1662	1	0
1663	2	0
1664	2	0
1665	3	0
1666	4	0
1667	1	0
1668	1	0
1669	0	0
1670	3	0
1671	1	0
1672	0	0
1673	0	0
1674	2	0
1675	2	0
1676	3	0
1677	0	0
1678	1	0
1679	0	0
1680	2	0
1681	0	0
1682	1	0
1683	2	0
1684	2	0
1685	0	0
1686	3	0
1687	1	0
1688	0	0
1689	2	0
1690	1	0
1691	3	0
1692	4	0
1693	1	0
1694	1	0
1695	1	0
1696	3	0
1697	0	0
1698	2	0
1699	0	0
1700	2	0
1701	2	0
1702	1	0
1703	1	0
1704	1	0
1705	1	0
1706	1	0
1707	2	0
1708	1	0
1709	2	0
1710	0	0
1711	0	0
1712	0	0
1713	2	0
1714	0	0
1715	3	0
1716	1	0
1717	2	0
1718	0	0
1719	2	0
1720	2	0
1721	2	0
1722	1	0
1723	1	0
1724	1	0
1725	4	0
1726	0	0
1727	1	0
1728	1	0
1729	4	0
1730	2	0
1731	1	0
1732	0	0
1733	0	0
1734	1	0
1735	1	0
1736	2	0
1737	0	0
1738	2	0
1739	1	0
1740	1	0
1741	0	0
1742	2	0
1743	0	0
1744	1	0
1745	0	0
1746	2	0
1747	1	0
1748	1	0
1749	0	0
1750	2	0
1751	2	0
1752	4	0
1753	2	0
1754	5	0
1755	1	0
1756	0	0
1757	1	0
1758	0	0
1759	2	0
1760	1	0
1761	2	0
1762	0	0
1763	0	0
1764	3	0
1765	1	0
1766	1	0
1767	1	0
1768	1	0
1769	2	0
1770	2	0
1771	2	0
1772	1	0
1773	2	0
1774	0	0
1775	2	0
1776	2	0
1777	1	0
1778	4	0
1779	3	0
1780	2	0
1781	0	0
1782	0	0
1783	2	0
1784	0	0
1785	3	0
1786	0	0
1787	1	0
1788	2	0
1789	1	0
1790	1	0
1791	0	0
1792	1	0
1793	2	0
1794	0	0
1795	1	0
1796	0	0
1797	1	0
1798	2	0
1799	1	0
1800	3	0
1801	3	0
1802	2	0
1803	0	0
1804	3	0
1805	0	0
1806	1	0
1807	0	0
1808	1	0
1809	1	0
1810	3	0
1811	1	0
1812	1	0
1813	1	0
1814	2	0
1815	1	0
1816	1	0
1817	1	0
1818	1	0
1819	0	0
1820	1	0
1821	1	0
1822	0	0
1823	1	0
1824	2	0
1825	0	0
1826	1	0
1827	2	0
1828	1	0
1829	1	0
1830	1	0
1831	0	0
1832	0	0
1833	1	0
1834	3	0
1835	2	0
1836	0	0
1837	0	0
1838	0	0
1839	1	0
1840	2	0
1841	0	0
1842	0	0
1843	2	0
1844	1	0
1845	4	0
1846	2	0
1847	2	0
1848	1	0
1849	0	0
1850	3	0
1851	0	0
1852	2	0
1853	0	0
1854	1	0
1855	0	0
1856	1	0
1857	5	0
1858	2	0
1859	4	0
1860	0	0
1861	1	0
1862	1	0
1863	3	0
1864	1	0
1865	1	0
1866	1	0
1867	1	0
1868	0	0
1869	0	0
1870	2	0
1871	0	0
1872	0	0
1873	1	0
1874	1	0
1875	2	0
1876	0	0
1877	2	0
1878	1	0
1879	2	0
1880	0	0
1881	3	0
1882	0	0
1883	2	0
1884	0	0
1885	4	0
1886	0	0
1887	0	0
1888	0	0
1889	1	0
1890	2	0
1891	1	0
1892	0	0
1893	2	0
1894	0	0
1895	2	0
1896	1	0
1897	1	0
1898	1	0
1899	2	0
1900	1	0
1901	1	0
1902	3	0
1903	0	0
1904	1	0
1905	1	0
1906	0	0
1907	1	0
1908	0	0
1909	2	0
1910	2	0
1911	1	0
1912	0	0
1913	0	0
1914	2	0
1915	2	0
1916	0	0
1917	0	0
1918	0	0
1919	0	0
1920	0	0
1921	0	0
1922	0	0
1923	1	0
1924	0	0
1925	0	0
1926	0	0
1927	1	0
1928	0	0
1929	0	0
1930	1	0
1931	1	0
1932	0	0
1933	0	0
1934	1	0
1935	0	0
1936	0	0
1937	1	0
1938	0	0
1939	0	0
1940	0	0
1941	1	0
1942	0	0
1943	0	0
1944	0	0
1945	1	0
1946	4	0
1947	1	0
1948	1	0
1949	0	0
1950	0	0
1951	3	0
1952	0	0
1953	0	0
1954	2	0
1955	0	0
1956	0	0
1957	2	0
1958	0	0
1959	1	0
1960	0	0
1961	0	0
1962	2	0
1963	0	0
1964	1	0
1965	0	0
1966	1	0
1967	1	0
1968	0	0
1969	0	0
1970	2	0
1971	2	0
1972	0	0
1973	2	0
1974	0	0
1975	1	0
1976	1	0
1977	0	0
1978	1	0
1979	0	0
1980	2	0
1981	0	0
1982	1	0
1983	2	0
1984	0	0
1985	0	0
1986	2	0
1987	2	0
1988	0	0
1989	0	0
1990	2	0
1991	0	0
1992	0	0
1993	0	0
1994	0	0
1995	0	0
1996	1	0
1997	1	0
1998	0	0
1999	0	0
2000	0	0
2001	1	0
2002	0	0
2003	0	0
2004	0	0
2005	0	0
2006	1	0
2007	1	0
2008	1	0
2009	0	0
2010	2	0
2011	0	0
2012	0	0
2013	0	0
2014	0	0
2015	0	0
2016	1	0
2017	0	0
2018	1	0
2019	1	0
2020	1	0
2021	0	0
2022	0	0
2023	1	0
2024	1	0
2025	0	0
2026	0	0
2027	1	0
2028	1	0
2029	0	0
2030	1	0
2031	0	0
2032	1	0
2033	0	0
2034	1	0
2035	0	0
2036	0	0
2037	0	0
2038	0	0
2039	1	0
2040	0	0
2041	0	0
2042	0	0
2043	0	0
2044	2	0
2045	1	0
2046	1	0
2047	0	0
2048	0	0
2049	0	0
2050	0	0
2051	0	0
2052	2	0
2053	0	0
2054	0	0
2055	0	0
2056	0	0
2057	0	0
2058	0	0
2059	0	0
2060	0	0
2061	1	0
2062	1	0
2063	1	0
2064	0	0
2065	0	0
2066	0	0
2067	1	0
2068	0	0
2069	0	0
2070	0	0
2071	1	0
2072	0	0
2073	1	0
2074	0	0
2075	0	0
2076	0	0
2077	0	0
2078	0	0
2079	2	0
2080	0	0
2081	0	0
2082	0	0
2083	0	0
2084	0	0
2085	0	0
2086	2	0
2087	0	0
2088	0	0
2089	0	0
2090	1	0
2091	0	0
2092	1	0
2093	0	0
2094	0	0
2095	0	0
2096	1	0
2097	3	0
2098	0	0
2099	1	0
2100	0	0
2101	0	0
2102	0	0
2103	1	0
2104	1	0
2105	0	0
2106	0	0
2107	0	0
2108	0	0
2109	1	0
2110	1	0
2111	0	0
2112	0	0
2113	1	0
2114	2	0
2115	0	0
2116	1	0
2117	1	0
2118	0	0
2119	0	0
2120	0	0
2121	1	0
2122	1	0
2123	0	0
2124	0	0
2125	1	0
2126	0	0
2127	0	0
2128	2	0
2129	1	0
2130	0	0
2131	1	0
2132	1	0
2133	0	0
2134	0	0
2135	0	0
2136	0	0
2137	0	0
2138	1	0
2139	0	0
2140	1	0
2141	1	0
2142	1	0
2143	1	0
2144	1	0
2145	0	0
2146	0	0
2147	0	0
2148	0	0
2149	1	0
2150	0	0
2151	1	0
2152	0	0
2153	1	0
2154	1	0
2155	1	0
2156	0	0
2157	0	0
2158	0	0
2159	0	0
2160	0	0
2161	0	0
2162	0	0
2163	1	0
2164	1	0
2165	1	0
2166	2	0
2167	0	0
2168	0	0
2169	1	0
2170	1	0
2171	1	0
2172	0	0
2173	0	0
2174	1	0
2175	0	0
2176	0	0
2177	1	0
2178	0	0
2179	0	0
2180	0	0
2181	0	0
2182	0	0
2183	0	0
2184	0	0
2185	0	0
2186	2	0
2187	1	0
2188	1	0
2189	1	0
2190	2	0
2191	1	0
2192	1	0
2193	1	0
2194	1	0
2195	0	0
2196	2	0
2197	0	0
2198	0	0
2199	0	0
2200	0	0
2201	0	0
2202	0	0
2203	0	0
2204	1	0
2205	0	0
2206	1	0
2207	0	0
2208	3	0
2209	0	0
2210	1	0
2211	0	0
2212	1	0
2213	0	0
2214	1	0
2215	0	0
2216	1	0
2217	2	0
2218	1	0
2219	0	0
2220	0	0
2221	0	0
2222	0	0
2223	0	0
2224	0	0
2225	0	0
2226	0	0
2227	0	0
2228	1	0
2229	0	0
2230	0	0
2231	0	0
2232	0	0
2233	1	0
2234	1	0
2235	0	0
2236	0	0
2237	0	0
2238	0	0
2239	1	0
2240	0	0
2241	1	0
2242	0	0
2243	0	0
2244	0	0
2245	0	0
2246	1	0
2247	1	0
2248	0	0
2249	1	0
2250	0	0
2251	0	0
2252	0	0
2253	0	0
2254	0	0
2255	1	0
2256	0	0
2257	1	0
2258	0	0
2259	1	0
2260	1	0
2261	0	0
2262	4	0
2263	1	0
2264	0	0
2265	2	0
2266	0	0
2267	0	0
2268	1	0
2269	0	0
2270	0	0
2271	1	0
2272	0	0
2273	0	0
2274	1	0
2275	1	0
2276	0	0
2277	1	0
2278	1	0
2279	0	0
2280	0	0
2281	1	0
2282	0	0
2283	0	0
2284	1	0
2285	0	0
2286	0	0
2287	1	0
2288	1	0
2289	0	0
2290	0	0
2291	0	0
2292	1	0
2293	1	0
2294	0	0
2295	0	0
2296	0	0
2297	0	0
2298	0	0
2299	2	0
2300	0	0
2301	1	0
2302	1	0
2303	1	0
2304	1	0
2305	0	0
2306	0	0
2307	0	0
2308	1	0
2309	0	0
2310	0	0
2311	0	0
2312	2	0
2313	0	0
2314	1	0
2315	2	0
2316	0	0
2317	1	0
2318	0	0
2319	1	0
2320	0	0
2321	2	0
2322	1	0
2323	2	0
2324	1	0
2325	1	0
2326	0	0
2327	0	0
2328	0	0
2329	1	0
2330	1	0
2331	1	0
2332	0	0
2333	1	0
2334	1	0
2335	2	0
2336	0	0
2337	0	0
2338	0	0
2339	1	0
2340	0	0
2341	0	0
2342	1	0
2343	0	0
2344	0	0
2345	0	0
2346	1	0
2347	0	0
2348	0	0
2349	0	0
2350	0	0
2351	2	0
2352	1	0
2353	1	0
2354	2	0
2355	0	0
2356	0	0
2357	0	0
2358	0	0
2359	0	0
2360	2	0
2361	0	0
2362	1	0
2363	0	0
2364	1	0
2365	1	0
2366	2	0
2367	0	0
2368	0	0
2369	0	0
2370	0	0
2371	0	0
2372	0	0
2373	0	0
2374	0	0
2375	1	0
2376	2	0
2377	1	0
2378	0	0
2379	0	0
2380	0	0
2381	0	0
2382	0	0
2383	0	0
2384	0	0
2385	0	0
2386	2	0
2387	0	0
2388	0	0
2389	0	0
2390	2	0
2391	0	0
2392	0	0
2393	1	0
2394	1	0
2395	1	0
2396	0	0
2397	0	0
2398	0	0
2399	0	0
2400	0	0
2401	0	0
2402	3	0
2403	1	0
2404	1	0
2405	0	0
2406	0	0
2407	0	0
2408	1	0
2409	1	0
2410	0	0
2411	0	0
2412	0	0
2413	1	0
2414	1	0
2415	1	0
2416	1	0
2417	2	0
2418	0	0
2419	0	0
2420	0	0
2421	0	0
2422	0	0
2423	1	0
2424	0	0
2425	0	0
2426	0	0
2427	0	0
2428	0	0
2429	0	0
2430	0	0
2431	0	0
2432	0	0
2433	1	0
2434	0	0
2435	1	0
2436	0	0
2437	2	0
2438	0	0
2439	1	0
2440	0	0
2441	0	0
2442	0	0
2443	0	0
2444	0	0
2445	0	0
2446	1	0
2447	0	0
2448	0	0
2449	0	0
2450	0	0
2451	0	0
2452	0	0
2453	0	0
2454	1	0
2455	0	0
2456	2	0
2457	2	0
2458	0	0
2459	1	0
2460	0	0
2461	0	0
2462	0	0
2463	0	0
2464	1	0
2465	0	0
2466	0	0
2467	1	0
2468	0	0
2469	1	0
2470	0	0
2471	0	0
2472	0	0
2473	0	0
2474	0	0
2475	1	0
2476	0	0
2477	0	0
2478	1	0
2479	0	0
2480	0	0
2481	1	0
2482	0	0
2483	0	0
2484	0	0
2485	0	0
2486	0	0
2487	0	0
2488	1	0
2489	0	0
2490	1	0
2491	0	0
2492	0	0
2493	0	0
2494	0	0
2495	0	0
2496	1	0
2497	0	0
2498	0	0
2499	0	0
2500	1	0
2501	0	0
2502	0	0
2503	0	0
2504	0	0
2505	1	0
2506	0	0
2507	0	0
2508	1	0
2509	0	0
2510	1	0
2511	0	0
2512	0	0
2513	0	0
2514	0	0
2515	0	0
2516	0	0
2517	1	0
2518	0	0
2519	2	0
2520	0	0
2521	0	0
2522	1	0
2523	0	0
2524	0	0
2525	0	0
2526	0	0
2527	0	0
2528	0	0
2529	0	0
2530	0	0
2531	0	0
2532	0	0
2533	0	0
2534	0	0
2535	0	0
2536	1	0
2537	0	0
2538	0	0
2539	0	0
2540	0	0
2541	0	0
2542	1	0
2543	1	0
2544	0	0
2545	0	0
2546	0	0
2547	0	0
2548	0	0
2549	0	0
2550	0	0
2551	0	0
2552	1	0
2553	0	0
2554	0	0
2555	0	0
2556	2	0
2557	0	0
2558	0	0
2559	1	0
2560	0	0
2561	0	0
2562	0	0
2563	0	0
2564	0	0
2565	1	0
2566	0	0
2567	0	0
2568	1	0
2569	0	0
2570	1	0
2571	0	0
2572	1	0
2573	0	0
2574	0	0
2575	0	0
2576	0	0
2577	0	0
2578	1	0
2579	0	0
2580	0	0
2581	0	0
2582	0	0
2583	0	0
2584	0	0
2585	0	0
2586	0	0
2587	0	0
2588	1	0
2589	1	0
2590	0	0
2591	0	0
2592	0	0
2593	1	0
2594	0	0
2595	0	0
2596	0	0
2597	1	0
2598	0	0
2599	0	0
2600	1	0
2601	0	0
2602	0	0
2603	0	0
2604	2	0
2605	0	0
2606	0	0
2607	0	0
2608	0	0
2609	0	0
2610	0	0
2611	0	0
2612	1	0
2613	2	0
2614	0	0
2615	0	0
2616	0	0
2617	0	0
2618	1	0
2619	0	0
2620	0	0
2621	0	0
2622	1	0
2623	1	0
2624	0	0
2625	0	0
2626	0	0
2627	0	0
2628	0	0
2629	0	0
2630	0	0
2631	0	0
2632	1	0
2633	0	0
2634	0	0
2635	0	0
2636	1	0
2637	1	0
2638	0	0
2639	0	0
2640	0	0
2641	0	0
2642	0	0
2643	0	0
2644	0	0
2645	0	0
2646	0	0
2647	0	0
2648	0	0
2649	0	0
2650	0	0
2651	0	0
2652	0	0
2653	1	0
2654	1	0
2655	0	0
2656	0	0
2657	0	0
2658	0	0
2659	0	0
2660	0	0
2661	0	0
2662	0	0
2663	1	0
2664	0	0
2665	1	0
2666	0	0
2667	0	0
2668	0	0
2669	1	0
2670	0	0
2671	0	0
2672	0	0
2673	0	0
2674	1	0
2675	0	0
2676	0	0
2677	0	0
2678	0	0
2679	0	0
2680	1	0
2681	0	0
2682	1	0
2683	0	0
2684	1	0
2685	0	0
2686	0	0
2687	4	0
2688	0	0
2689	1	0
2690	0	0
2691	0	0
2692	0	0
2693	0	0
2694	1	0
2695	0	0
2696	1	0
2697	1	0
2698	1	0
2699	0	0
2700	0	0
2701	1	0
2702	0	0
2703	0	0
2704	0	0
2705	0	0
2706	1	0
2707	0	0
2708	0	0
2709	0	0
2710	0	0
2711	1	0
2712	1	0
2713	0	0
2714	0	0
2715	1	0
2716	0	0
2717	0	0
2718	0	0
2719	0	0
2720	0	0
2721	0	0
2722	0	0
2723	0	0
2724	0	0
2725	0	0
2726	0	0
2727	1	0
2728	0	0
2729	1	0
2730	0	0
2731	0	0
2732	0	0
2733	0	0
2734	0	0
2735	1	0
2736	1	0
2737	0	0
2738	0	0
2739	0	0
2740	0	0
2741	0	0
2742	1	0
2743	0	0
2744	0	0
2745	0	0
2746	0	0
2747	0	0
2748	0	0
2749	0	0
2750	0	0
2751	0	0
2752	0	0
2753	1	0
2754	0	0
2755	1	0
2756	0	0
2757	0	0
2758	0	0
2759	0	0
2760	1	0
2761	0	0
2762	0	0
2763	0	0
2764	0	0
2765	1	0
2766	0	0
2767	1	0
2768	1	0
2769	0	0
2770	1	0
2771	0	0
2772	0	0
2773	0	0
2774	0	0
2775	0	0
2776	0	0
2777	0	0
2778	0	0
2779	0	0
2780	0	0
2781	0	0
2782	0	0
2783	0	0
2784	0	0
2785	1	0
2786	0	0
2787	2	0
2788	0	0
2789	0	0
2790	0	0
2791	0	0
2792	0	0
2793	0	0
2794	0	0
2795	0	0
2796	0	0
2797	0	0
2798	0	0
2799	0	0
2800	0	0
2801	1	0
2802	0	0
2803	1	0
2804	0	0
2805	0	0
2806	1	0
2807	0	0
2808	1	0
2809	0	0
2810	0	0
2811	0	0
2812	0	0
2813	0	0
2814	0	0
2815	0	0
2816	0	0
2817	0	0
2818	0	0
2819	0	0
2820	1	0
2821	0	0
2822	0	0
2823	1	0
2824	0	0
2825	0	0
2826	0	0
2827	0	0
2828	0	0
2829	0	0
2830	0	0
2831	0	0
2832	0	0
2833	0	0
2834	0	0
2835	0	0
2836	1	0
2837	0	0
2838	1	0
2839	0	0
2840	0	0
2841	0	0
2842	0	0
2843	1	0
2844	2	0
2845	1	0
2846	1	0
2847	0	0
2848	0	0
2849	0	0
2850	1	0
2851	1	0
2852	0	0
2853	0	0
2854	0	0
2855	0	0
2856	0	0
2857	0	0
2858	1	0
2859	0	0
2860	0	0
2861	2	0
2862	0	0
2863	0	0
2864	0	0
2865	2	0
2866	0	0
2867	1	0
2868	0	0
2869	0	0
2870	0	0
2871	0	0
2872	0	0
2873	0	0
2874	0	0
2875	0	0
2876	0	0
2877	1	0
2878	0	0
2879	0	0
2880	1	0
2881	0	0
2882	0	0
2883	0	0
2884	1	0
2885	1	0
2886	0	0
2887	0	0
2888	1	0
2889	0	0
2890	0	0
2891	0	0
2892	0	0
2893	0	0
2894	0	0
2895	0	0
2896	0	0
2897	0	0
2898	1	0
2899	0	0
2900	0	0
2901	0	0
2902	0	0
2903	0	0
2904	0	0
2905	0	0
2906	0	0
2907	0	0
2908	0	0
2909	0	0
2910	0	0
2911	0	0
2912	0	0
2913	0	0
2914	0	0
2915	0	0
2916	0	0
2917	0	0
2918	0	0
2919	0	0
2920	0	0
2921	0	0
2922	0	0
2923	0	0
2924	0	0
2925	1	0
2926	0	0
2927	0	0
2928	0	0
2929	0	0
2930	0	0
2931	0	0
2932	0	0
2933	0	0
2934	0	0
2935	0	0
2936	0	0
2937	0	0
2938	1	0
2939	0	0
2940	0	0
2941	1	0
2942	1	0
2943	0	0
2944	0	0
2945	0	0
2946	0	0
2947	0	0
2948	0	0
2949	0	0
2950	0	0
2951	0	0
2952	1	0
2953	0	0
2954	0	0
2955	0	0
2956	0	0
2957	0	0
2958	0	0
2959	0	0
2960	0	0
2961	1	0
2962	0	0
2963	0	0
2964	0	0
2965	1	0
2966	0	0
2967	1	0
2968	1	0
2969	0	0
2970	0	0
2971	0	0
2972	0	0
2973	0	0
2974	1	0
2975	1	0
2976	0	0
2977	0	0
2978	2	0
2979	0	0
2980	1	0
2981	1	0
2982	0	0
2983	1	0
2984	2	0
2985	0	0
2986	0	0
2987	0	0
2988	0	0
2989	0	0
2990	0	0
2991	0	0
2992	0	0
2993	0	0
2994	0	0
2995	0	0
2996	0	0
2997	0	0
2998	0	0
2999	1	0
3000	0	0
3001	0	0
3002	0	0
3003	1	0
3004	1	0
3005	0	0
3006	0	0
3007	0	0
3008	0	0
3009	0	0
3010	1	0
3011	0	0
3012	0	0
3013	0	0
3014	0	0
3015	0	0
3016	1	0
3017	2	0
3018	0	0
3019	1	0
3020	0	0
3021	0	0
3022	1	0
3023	0	0
3024	0	0
3025	1	0
3026	0	0
3027	0	0
3028	1	0
3029	0	0
3030	0	0
3031	0	0
3032	0	0
3033	0	0
3034	0	0
3035	0	0
3036	1	0
3037	0	0
3038	0	0
3039	2	0
3040	0	0
3041	0	0
3042	0	0
3043	0	0
3044	1	0
3045	1	0
3046	0	0
3047	0	0
3048	0	0
3049	0	0
3050	1	0
3051	0	0
3052	0	0
3053	0	0
3054	0	0
3055	1	0
3056	0	0
3057	0	0
3058	0	0
3059	0	0
3060	0	0
3061	0	0
3062	0	0
3063	0	0
3064	0	0
3065	0	0
3066	0	0
3067	1	0
3068	1	0
3069	0	0
3070	1	0
3071	0	0
3072	0	0
3073	0	0
3074	0	0
3075	0	0
3076	2	0
3077	1	0
3078	0	0
3079	0	0
3080	0	0
3081	1	0
3082	0	0
3083	2	0
3084	1	0
3085	0	0
3086	0	0
3087	0	0
3088	0	0
3089	0	0
3090	1	0
3091	0	0
3092	0	0
3093	2	0
3094	0	0
3095	1	0
3096	0	0
3097	0	0
3098	0	0
3099	0	0
3100	0	0
3101	0	0
3102	0	0
3103	0	0
3104	0	0
3105	1	0
3106	0	0
3107	0	0
3108	0	0
3109	0	0
3110	0	0
3111	0	0
3112	0	0
3113	0	0
3114	0	0
3115	0	0
3116	0	0
3117	0	0
3118	0	0
3119	0	0
3120	0	0
3121	0	0
3122	1	0
3123	0	0
3124	0	0
3125	0	0
3126	0	0
3127	0	0
3128	1	0
3129	1	0
3130	0	0
3131	0	0
3132	0	0
3133	0	0
3134	0	0
3135	0	0
3136	0	0
3137	0	0
3138	0	0
3139	0	0
3140	0	0
3141	0	0
3142	0	0
3143	0	0
3144	0	0
3145	0	0
3146	0	0
3147	0	0
3148	0	0
3149	0	0
3150	0	0
3151	0	0
3152	0	0
3153	2	0
3154	0	0
3155	0	0
3156	0	0
3157	1	0
3158	1	0
3159	1	0
3160	1	0
3161	1	0
3162	0	0
3163	0	0
3164	1	0
3165	0	0
3166	0	0
3167	0	0
3168	0	0
3169	0	0
3170	0	0
3171	0	0
3172	0	0
3173	0	0
3174	1	0
3175	0	0
3176	0	0
3177	0	0
3178	0	0
3179	1	0
3180	0	0
3181	0	0
3182	0	0
3183	0	0
3184	0	0
3185	0	0
3186	0	0
3187	0	0
3188	0	0
3189	0	0
3190	0	0
3191	0	0
3192	0	0
3193	1	0
3194	0	0
3195	0	0
3196	0	0
3197	0	0
3198	0	0
3199	0	0
3200	1	0
3201	1	0
3202	0	0
3203	1	0
3204	0	0
3205	0	0
3206	0	0
3207	0	0
3208	1	0
3209	0	0
3210	0	0
3211	1	0
3212	1	0
3213	0	0
3214	0	0
3215	2	0
3216	0	0
3217	0	0
3218	1	0
3219	0	0
3220	0	0
3221	0	0
3222	1	0
3223	0	0
3224	0	0
3225	1	0
3226	0	0
3227	0	0
3228	0	0
3229	0	0
3230	1	0
3231	0	0
3232	1	0
3233	0	0
3234	0	0
3235	0	0
3236	1	0
3237	0	0
3238	1	0
3239	0	0
3240	0	0
3241	0	0
3242	1	0
3243	1	0
3244	0	0
3245	0	0
3246	0	0
3247	0	0
3248	0	0
3249	2	0
3250	1	0
3251	1	0
3252	0	0
3253	0	0
3254	0	0
3255	0	0
3256	0	0
3257	0	0
3258	0	0
3259	0	0
3260	0	0
3261	0	0
3262	1	0
3263	2	0
3264	1	0
3265	0	0
3266	0	0
3267	0	0
3268	0	0
3269	0	0
3270	0	0
3271	0	0
3272	0	0
3273	1	0
3274	0	0
3275	0	0
3276	2	0
3277	0	0
